label,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29
1,-0.5940177007903829,-0.608386878593169,-0.5910441572800773,-0.7891834570519618,-0.4399205561072492,-0.43549475492301093,-0.528116213683224,-0.7259443339960239,-0.24242424242424243,-0.0497051390058969,-0.8413905486148833,-0.6875884016973125,-0.8292418602459596,-0.9396038087553559,-0.41074888669816767,-0.032084597590650965,-0.5216161616161616,-0.22447433225989777,-0.8787640006754094,-0.20987244862706056,-0.7075773745997866,-0.6316631130063965,-0.707953583345784,-0.8698387731026347,-0.48451429703493365,-0.5078926177101222,-0.5174121405750799,-0.4314776632302405,-0.7666075300611077,-0.35379771743408095
0,0.2408538028302334,-0.04294893473114669,0.2564439223274133,-0.06383881230116661,-0.0002708314525594613,0.008649776087356509,0.06982193064667275,0.2723658051689861,0.20101010101010086,0.04170176916596535,-0.30436357052326646,-0.38879066478076363,-0.3359091551618527,-0.536800660443259,-0.5750076486385423,-0.3230390242436988,-0.6136868686868687,-0.26652775146808116,-0.4518489334158834,-0.6522255848983596,0.12059765208110984,-0.07196162046908294,0.079635440011953,-0.2573731812819505,-0.16093244403354712,-0.39496075520757534,-0.21214057507987216,0.32164948453608244,-0.3183520599250935,-0.47986357077266173
1,-0.33371195986558755,-0.5975650997632738,-0.3670098818326306,-0.6072110286320255,-0.5119617224880384,-0.7765167781117723,-0.9022024367385192,-0.7363817097415507,-0.46565656565656544,-0.7514743049705137,-0.9256201339851531,-0.8697400990099009,-0.9199924610092824,-0.9535000130743858,-0.7876058061665023,-0.8950641391534233,-0.953469696969697,-0.5923470354233756,-0.8922721900151966,-0.9164490139988667,-0.5033795802205621,-0.6114072494669509,-0.5406145724388663,-0.7524085725521038,-0.5743247705210328,-0.8556140912574828,-0.9,-0.4353264604810997,-0.7748866548393455,-0.8417945690672963
1,-0.6659567419186899,-0.09502874535001715,-0.6812936217262111,-0.8382184517497349,-0.11763112756161398,-0.7019201275995338,-0.8830834114339269,-0.8136182902584493,-0.35858585858585834,-0.3428812131423755,-0.8730400144848814,-0.6539957567185289,-0.8556283277576214,-0.9486064572523618,-0.4250263453105346,-0.8170757352720281,-0.906010101010101,-0.5264254593673043,-0.24697472842911017,-0.9256387933059712,-0.7865528281750267,-0.3496801705756929,-0.8038746949549279,-0.9127506881635863,-0.4303638644918446,-0.8858068709918406,-0.9335782747603834,-0.7852233676975945,-0.739010447466982,-0.8330053784599241
1,-0.7259690472809882,-0.34460601961447446,-0.7213737820468522,-0.8686744432661717,-0.13568655773223792,-0.5240169314765966,-0.7116213683223993,-0.6989065606361828,-0.10606060606060597,-0.4414490311710191,-0.9501720079666849,-0.6190770862800565,-0.9273429769589596,-0.9814418432642632,-0.5006288880579256,-0.7039685162375703,-0.847020202020202,-0.578708088653154,-0.769009962289638,-0.8151541533656702,-0.7986481679117752,-0.21055437100213226,-0.7827581054833407,-0.9134880062917814,0.1190649144819389,-0.6062714051479079,-0.5776357827476037,-0.32996563573883164,-0.5832840528287009,-0.6082906991997901
1,-0.5656207108713143,-0.36895502198173835,-0.5797111464307925,-0.7741675503711558,-0.40724022749842037,-0.6451751426292867,-0.742970946579194,-0.858051689860835,-0.019191919191919204,-0.46461668070766615,-0.8733297121129822,-0.5227192362093351,-0.8634500306271498,-0.9495776973391757,-0.6216473467722745,-0.7263496259801124,-0.7754040404040404,-0.666641409357833,-0.696122023977036,-0.8311153490043253,-0.6342938456065457,-0.20255863539445618,-0.6412171920912394,-0.8351848210774675,-0.2903651852341018,-0.6770963704630788,-0.5910543130990416,-0.5419931271477663,-0.42046126552335883,-0.6353141807687264
1,-0.4955748024042783,-0.5393980385525872,-0.5107456291894132,-0.7222481442205726,-0.29421323463031523,-0.6999570578492118,-0.8419868791002811,-0.774155069582505,-0.3333333333333335,-0.6133108677337824,-0.8993300742350172,-0.7061527581329561,-0.9073646515572729,-0.9518937313923473,-0.7864500118978821,-0.7605972301499084,-0.9077777777777778,-0.6982383027088463,-0.8317667585973996,-0.9026297969957021,-0.560298826040555,-0.40351812366737727,-0.6085462423427461,-0.7906508061344868,-0.3867793700059434,-0.6953362245442463,-0.7279552715654951,-0.4048109965635739,-0.5848610289769367,-0.7238619965892693
1,-0.3677883477684698,-0.36286777138992243,-0.36880657867459066,-0.6336797454931071,-0.31497697932653246,-0.4152505981228146,-0.54746954076851,-0.5216699801192843,-0.20404040404040402,-0.5008424599831507,-0.918232844468586,-0.7636138613861385,-0.9013334589831786,-0.9530891038068876,-0.8458714348845904,-0.6118905278336888,-0.8146969696969697,-0.5173328281871568,-0.7768897394045139,-0.7884830645495625,-0.48701529704731406,-0.2814498933901919,-0.49210618058668243,-0.7426268187180496,-0.42508089546325056,-0.4384259394009955,-0.4153354632587859,-0.03298969072164948,-0.5351862803075103,-0.5625081988718355
1,-0.6839415022007665,-0.5508961785593507,-0.7025775689309652,-0.8461081654294804,-0.2469080075832808,-0.8125268388442428,-0.9525773195876288,-0.9453777335984095,-0.16666666666666652,-0.49241786015164246,-0.9283722614521094,-0.7317892503536068,-0.9435518070018376,-0.9769591967097374,-0.6347010232178671,-0.9249707092859075,-0.9488888888888889,-0.791816631937867,-0.7827995722406709,-0.8817627793209236,-0.7637851298470295,-0.48027718550106613,-0.7937148264355793,-0.9018383798662997,-0.242818463976755,-0.8813827361721532,-0.9299680511182109,-0.8363573883161513,-0.5600236546422235,-0.7514102059556605
0,0.03828860807421086,-0.30334798782549877,-0.02688134890470595,-0.2886532343584306,-0.43324004694411866,-0.7065210723268511,-0.6582474226804125,-0.4437375745526839,0.07979797979797976,-0.9877843302443128,-0.6819844287524897,-0.62261315417256,-0.7549828016774254,-0.8235406183810923,-0.8428799673658087,-0.9073211764352451,-0.8842929292929294,-0.6263307444591779,0.18922721900151962,-0.930406423172063,-0.09996442547136275,-0.15724946695095943,-0.2151999601573784,-0.4711954384585135,-0.5241365647493892,-0.8197165060977385,-0.6407348242811501,-0.18556701030927836,0.30770747092450246,-0.9203725567361932
1,-0.5050404657106344,-0.7037538045316201,-0.5164121346140556,-0.7297985153764581,-0.48632301164575265,-0.6389792037298326,-0.6795220243673852,-0.7481113320079522,-0.40808080808080804,-0.5122156697556863,-0.8876697447039653,-0.7919466053748232,-0.8737219054799039,-0.9508477805296247,-0.8169765781690859,-0.5792952203562953,-0.7806060606060606,-0.588179579465808,-0.6812067315810209,-0.7424650719290244,-0.6300249021700461,-0.6124733475479744,-0.6290651924896656,-0.8305642941407786,-0.5848907085782211,-0.5812401160365186,-0.5086261980830671,-0.3718213058419244,-0.5616006307904593,-0.5644759281122917
1,-0.5050404657106344,-0.43794386202232016,-0.5229078847349871,-0.7328525980911983,-0.28356053082964694,-0.6787313661738544,-0.7941893158388004,-0.7985089463220676,-0.35858585858585834,-0.6124684077506317,-0.8977367372804637,-0.815063649222065,-0.8947368421052632,-0.9560401794552837,-0.7198898596049903,-0.8253372187340404,-0.898989898989899,-0.7315021784428869,-0.6764225811898462,-0.9263988502411452,-0.5474919957310567,-0.35927505330490406,-0.5673091289406842,-0.7840149429807314,-0.13319685663342806,-0.6318848172618875,-0.6145367412140574,-0.3931958762886598,-0.348314606741573,-0.742096287550833
1,-0.4425670878886838,-0.3351369631383161,-0.46264943680464365,-0.6897560975609756,-0.30071318949173964,-0.6352984479479787,-0.9157919400187442,-0.7922465208747516,-0.19090909090909092,-0.4309182813816341,-0.815317762085823,-0.8191743281471003,-0.8266032134947934,-0.9264173568074592,-0.7146547914471223,-0.8292426472797189,-0.9643131313131313,-0.7536654669444971,-0.5962177069848595,-0.8975166867045312,-0.5361081465670581,-0.34115138592750527,-0.5544598834603316,-0.782884388517499,-0.3365911642342998,-0.7323980557091714,-0.8861501597444089,-0.561237113402062,-0.31086142322097365,-0.7073330709694348
0,-0.08097874958587692,-0.2904971254649984,-0.12500863796558637,-0.39418875927889707,-0.5966416899882641,-0.6825961597448009,-0.8290065604498594,-0.770675944333996,-0.20606060606060606,-0.8614153327716929,-0.9016476552598226,-0.9081948373408768,-0.9040663431183151,-0.9396785195312646,-0.9351395451609612,-0.816625108901373,-0.9281313131313131,-0.7993180526614889,-0.6699499071311983,-0.9443638323452592,-0.1995731056563501,-0.22494669509594867,-0.23412520543851767,-0.5581989775855289,-0.6073433269497459,-0.4863540666142757,-0.6043130990415335,-0.39951890034364257,0.22688744332741972,-0.7220254492981766
1,-0.5078801647025415,-0.7044301657084885,-0.5375578743694285,-0.7303075291622482,-0.5538503204838856,-0.9218452855653028,-0.9473758200562324,-0.9497912524850894,-0.3808080808080807,-0.7249368155012634,-0.9277204417888829,-0.8941831683168315,-0.9358243415162796,-0.9663129111427387,-0.7532039297005133,-0.9472016102382312,-0.9432828282828283,-0.8086379996211404,-0.6654471773512691,-0.9961720768901233,-0.6499466382070438,-0.7627931769722814,-0.6893271577269784,-0.8388222571765631,-0.617909265006934,-0.9494911274752356,-0.9342492012779553,-0.8727147766323025,-0.7129903410210919,-0.930080020989112
0,-0.11316200482748795,-0.08150152181264825,-0.09874922258309726,-0.4087804878048781,-0.19129728265775925,-0.20053984418133863,-0.1513589503280225,-0.12793240556660035,0.1262626262626263,-0.4852569502948607,-0.7684591707405396,-0.7074787835926448,-0.7912641945059605,-0.8554421196941341,-0.7333514634395077,-0.4454591882716976,-0.6933333333333334,-0.372608448569805,-0.32211403163167673,-0.7795696695825214,-0.18534329420135198,0.013326226012793319,-0.21420389461626543,-0.5183837986629964,-0.07112197054744795,-0.14775252010749873,0.13210862619808306,0.5450171821305843,0.28484131677508384,-0.4608421881149154
1,-0.09896350986795377,-0.41968211024687196,-0.13191901043466236,-0.4107317073170732,-0.20140832355330862,-0.5994110790749034,-0.7253045923149016,-0.5193836978131213,-0.5606060606060606,-0.7485256950294858,-0.8353068984247692,-0.5231612446958981,-0.8504452716392593,-0.899969742135757,-0.6230750926335111,-0.762700153212966,-0.9074747474747475,-0.6086379996211404,-0.7450892103337647,-0.9235659107554965,-0.27427961579509086,-0.2841151385927505,-0.3347278250908907,-0.5950648839952812,-0.1728191243478836,-0.7271589486858574,-0.7343450479233227,-0.37298969072164945,-0.6731716932781391,-0.8734094188639645
1,-0.5211320933314401,0.246533648968549,-0.5430861723446894,-0.7400636267232237,-0.3700460413469351,-0.7508128335684928,-0.8890815370196814,-0.7637176938369781,-0.1979797979797977,-0.7042965459140689,-0.6417888828535218,0.009016973125884009,-0.6850586627715214,-0.8574593106436708,-0.6053982391134377,-0.800252350767567,-0.9260101010101011,-0.5518090547452169,-0.6457477345640794,-0.7935270787557176,-0.5965848452508005,0.13592750533049047,-0.6331490612082274,-0.8120330318521432,-0.5650795747209933,-0.8642295116958214,-0.9117571884984026,-0.6187628865979382,-0.6692292529075496,-0.8511084874721239
1,-0.7094987931279283,-0.4710855596888739,-0.7150162393753023,-0.8580699893955461,-0.13207547169811318,-0.669468130789522,-0.8823336457357076,-0.8235586481113321,-0.16161616161616155,-0.4376579612468401,-0.8910736918341482,-0.26856435643564347,-0.9037836309664045,-0.9624653061834374,-0.585953700241357,-0.8161744825307178,-0.9146464646464647,-0.6952831975752984,-0.6308324421680642,-0.8698782526982021,-0.7701885450017787,-0.21002132196162027,-0.7851486627820109,-0.9022807707432167,-0.0882916198903787,-0.780908305925042,-0.8314696485623003,-0.5533333333333332,-0.4760496747486693,-0.7166469893742622
0,-0.31194093426096825,-0.18769022658099455,-0.31117407228249605,-0.584729586426299,-0.1766723842195541,-0.4453101036746213,-0.38191190253045937,-0.44353876739562625,-0.16666666666666652,-0.5244313395113731,-0.8736194097410828,-0.7088048090523338,-0.8209489704565802,-0.9323568634922058,-0.7168304041880544,-0.5839516928530658,-0.7568181818181818,-0.5601439666603523,-0.6510947261777452,-0.7839227229385182,-0.43365350409107073,-0.02238805970149249,-0.34468848050201695,-0.6979944946913095,-0.030178960575843794,-0.23060802747620568,-0.17156549520766773,-0.005498281786941561,-0.2012615809185887,-0.3918404827495736
1,-0.5930711344597472,-0.7510990869124113,-0.5962960403565751,-0.7952916224814421,0.1513947819806809,-0.42199865038954665,-0.7828022492970946,-0.5232604373757455,-0.28181818181818175,-0.546756529064869,-0.8356690204598951,-0.5655940594059405,-0.8969043019365783,-0.9270523984026836,-0.35023965734099327,-0.5083966713732089,-0.8895454545454545,-0.2555408221254025,-0.7771711600157594,-0.8239984522476955,-0.7161152614727855,-0.8001066098081023,-0.7398276806613874,-0.8777034998033818,-0.1345175988905769,-0.6994110855623794,-0.861517571884984,-0.4081786941580755,-0.7882909520993494,-0.8320871048143776
0,-0.023238203417104142,-0.5015218126479544,-0.04346624283048839,-0.33429480381760335,-0.13026992868105092,-0.4802772836022331,-0.4067478912839738,-0.1696819085487078,-0.2393939393939395,-0.7401010951979776,-0.8567445229042188,-0.7804985855728429,-0.8646751166187627,-0.899782965195985,-0.7930448380188326,-0.808063207858924,-0.8822222222222222,-0.5218791437772305,-0.8295153937074351,-0.8986222240647844,-0.15190323728210586,-0.3033049040511726,-0.19826684595846378,-0.4903657097915848,-0.06980122829029933,-0.5862851820589692,-0.4603833865814696,0.27628865979381456,-0.37985412970628807,-0.6577462941099306
0,0.28818211936201443,-0.22015556307067996,0.2992882316356853,-0.001908801696712592,0.00875688363275251,-0.11036132752591876,0.025304592314901564,0.11431411530815105,-0.20404040404040402,-0.48357203032855933,-0.653159514756473,-0.6217291371994341,-0.6749752626867078,-0.744907526737119,-0.663255940442601,-0.6145942860576201,-0.7948484848484848,-0.4396666035233946,-0.9074689030224573,-0.8043060680181859,0.1334044823906082,-0.0010660980810233145,0.12346232382090738,-0.22591427447896184,-0.006405599947170382,-0.3549883090296979,-0.1726837060702875,0.45223367697594496,-0.6392667060910703,-0.5415190869736324
1,-0.845047091674949,-0.859316875211363,-0.8541911409024945,-0.9312831389183457,-0.189491739640697,-0.7954726703883197,-0.9034208059981256,-0.9224751491053678,-0.37070707070707054,-0.07708508845829787,-0.9678435632808257,-0.9030233380480904,-0.9727653960326061,-0.994321981030934,-0.4291056191997824,-0.8753567458767688,-0.8999494949494949,-0.782458799014965,-0.6336466482805201,-0.8691872918480438,-0.887797936677339,-0.8198294243070362,-0.9054733801484136,-0.9559083759339363,0.34887406722578085,-0.8125369890657896,-0.8134185303514376,-0.6962886597938145,-0.347526118667455,-0.5379771743408106
1,-0.4652846798239385,-0.2526208995603654,-0.4698362241724827,-0.7141887592788971,-0.1568114110318679,-0.3772161217103246,-0.5009372071227742,-0.40149105367793236,-0.3181818181818181,-0.12636899747261987,-0.8327720441788884,-0.36227015558698716,-0.8158601517221882,-0.9489053003559969,-0.23873950436822244,-0.42668308949439726,-0.7423737373737374,-0.13051714339837084,-0.6184499352732593,-0.654782140043945,-0.615795090715048,-0.28304904051172697,-0.6156183076846455,-0.8317931576877704,-0.24017697946245797,-0.6163615371928088,-0.6460063897763578,-0.24054982817869408,-0.739404691504041,-0.6088154269972452
0,-0.12073453547257307,-0.2560027054447076,-0.1277727869532166,-0.43143160127253444,0.16042249706599288,-0.30973559904300363,-0.3074039362699158,-0.15626242544731617,-0.10303030303030303,-0.4604043807919118,-0.7638964330979541,-0.614657001414427,-0.7631814540828347,-0.8595138569811617,-0.6611483155998232,-0.7209421095322499,-0.835959595959596,-0.4726273915514302,-0.7895536669105645,-0.869118195763028,-0.19245819992885083,-0.021321961620468954,-0.20922356691070254,-0.5400117970900511,0.16000792445354284,-0.4811149595909616,-0.4253993610223642,0.08797250859106542,-0.393652671003351,-0.6463334645152827
1,-0.47380377679965924,-0.4345620561379777,-0.5075668578536383,-0.7044326617179215,-0.6076555023923447,-0.9563216980553341,-0.9944048734770384,-0.9458349900596421,-0.5272727272727273,-0.9203875315922492,-0.8264711207676988,-0.7381099717114568,-0.8518588323988127,-0.9196933869756705,-0.7232892545126967,-0.9633340343076878,-0.9959954545454546,-0.8629664709225232,-0.6468734170090616,-0.9887235189254175,-0.5880469583778014,-0.5223880597014925,-0.6373325364809004,-0.8031360597719228,-0.7126064848444826,-0.9689922480620156,-0.9942795527156549,-0.8876288659793814,-0.7366449832446283,-0.997769906860816
0,-0.024184769747739976,-0.1599594183293882,-0.024117199917075283,-0.3176670201484624,-0.32544912882549437,-0.33795472670388327,-0.5455951265229616,-0.25377733598409546,0.05858585858585874,-0.8028643639427124,-0.4761542639869637,-0.4374115983026873,-0.49215473778447916,-0.6856992368294241,-0.6597885576367406,-0.13542824526091268,-0.7657575757575757,-0.18583064974426977,-0.44875330669218205,-0.6584442325497836,-0.11348274635361078,-0.1886993603411513,-0.1285422580805815,-0.4544828942194259,-0.4422505448061811,-0.49663823966004017,-0.6329073482428115,0.05017182130584197,-0.40784545633747293,-0.7402597402597403
0,0.04586113871929598,-0.5170781197159284,0.01872710939119626,-0.2818663838812301,-0.3348379525142189,-0.36310655787988466,-0.48922211808809757,-0.3783300198807157,-0.3333333333333335,-0.6697556866048862,-0.8644939344559117,-0.8981612446958981,-0.8903076850586628,-0.8917889121737475,-0.8365570928374748,-0.799501306816475,-0.8497474747474747,-0.6304982004167456,-0.8573760342207463,-0.8935091137736135,-0.11419423692636088,-0.4669509594882728,-0.1743612729717614,-0.455957530475816,-0.27187479363402245,-0.5356404808336002,-0.3146964856230031,0.054982817869415834,-0.4965503646757341,-0.6430539157811885
0,-0.5476359505892374,-0.42982752789989864,-0.5686545504802709,-0.7560127253446447,-0.15049201047214944,-0.7560885835224833,-0.8741799437675727,-0.650596421471173,-0.4353535353535354,-0.45619208087615837,-0.6136157885207316,-0.22878359264497872,-0.6813834047966829,-0.8419568246426024,-0.7360029914675187,-0.882867185387689,-0.9357575757575758,-0.4574730062511839,-0.7785782630719873,-0.8712601743985184,-0.6136606189967984,-0.3939232409381661,-0.6544648637880371,-0.8189146677152969,-0.43828831803473567,-0.8982254950471035,-0.9022364217252397,-0.5079037800687285,-0.837177212694658,-0.814902269447724
1,-0.43026172559042064,-0.2512681772066283,-0.45104001105659575,-0.6811028632025451,0.09903403448587156,-0.6533341512790627,-0.853045923149016,-0.7370775347912525,0.4949494949494948,-0.540438079191238,-0.7764258555133081,-0.5748762376237623,-0.8005936955190124,-0.8954870955812312,-0.639392188190502,-0.8622885811277676,-0.9015656565656566,-0.5631748437204016,-0.3913435019980862,-0.9559028785429017,-0.5567413731768054,-0.3555437100213219,-0.5974899148363961,-0.7878981517892253,-0.22696955689097265,-0.8385384831814963,-0.8704153354632588,-0.5672852233676975,-0.3569879755568697,-0.8778696051423325
1,-0.6574376449429693,-0.3750422725735545,-0.6477092115265012,-0.8278685047720042,-0.2010472149498963,-0.4152505981228146,-0.7007029053420806,-0.737375745526839,-0.12929292929292902,-0.3702611625947765,-0.7544812601846823,-0.6301272984441301,-0.7481034726475992,-0.9241760335301963,-0.6085936703266818,-0.4959293417850813,-0.8306060606060606,-0.4828566016290964,-0.23571790397928738,-0.8325663667896576,-0.718961223763785,-0.4179104477611939,-0.7223965336919168,-0.8822257176563114,-0.3379119064914482,-0.564940671963986,-0.6939297124600639,-0.45525773195876285,-0.45791444904395817,-0.7267479994752722
1,-0.5608878792181362,-0.42712208319242495,-0.5495819224656209,-0.7749310710498409,0.17125575516836689,-0.20912827433899772,-0.5220243673851922,-0.4469184890656064,-0.09393939393939377,-0.048441449031170425,-0.7837407206228499,-0.3901166902404526,-0.7860811383875983,-0.9213743794336177,-0.12451983546928636,-0.5522576381169827,-0.7494444444444445,-0.302519416556166,-0.7132886812630156,-0.7013529013446097,-0.6136606189967984,-0.2867803837953091,-0.624184471338214,-0.8314490758946127,0.41094895331176096,-0.4945037886505419,-0.49105431309904146,-0.02680412371134011,-0.5683027794204611,-0.5059687786960514
0,-0.2418950257939323,0.04768346296922532,-0.2847764494506253,-0.5289077412513256,-0.25539405976347407,-0.8041224464756764,-0.8876288659793814,-0.7118290258449305,-0.48989898989898983,-0.7860151642796964,-0.20152091254752869,-0.1920968882602544,-0.3101823493379824,-0.6294420225701254,-0.6485025665431552,-0.869498603058251,-0.9081818181818182,-0.27372608448569813,-0.9999999999999999,-0.9406326437544048,-0.49768765563856276,-0.2974413646055436,-0.5504756212958811,-0.7475422729060166,-0.7001915076272867,-0.9533913515925916,-0.9616932907348242,-0.8007560137457045,-1.0,-1.0
1,-0.5353305882909742,-0.2248900913087588,-0.5494437150162392,-0.7537221633085895,-0.18570009930486608,-0.620759462609656,-0.8802717900656045,-0.7833996023856858,-0.031313131313131404,-0.4549283909014319,-0.8818033677349267,-0.6274752475247524,-0.8894595486029309,-0.9524540622116631,-0.4437230173029201,-0.5752395830203985,-0.9176767676767676,-0.6485698048872892,-0.5863679855912647,-0.9048408717162084,-0.6357168267520454,-0.1902985074626864,-0.6545644703421484,-0.8340051120723555,-0.056593805718814005,-0.6285861202472083,-0.8140575079872204,-0.43209621993127145,-0.4046915040410013,-0.7577069395251214
1,-0.8088882578446683,-0.6827866080486981,-0.8262732361274272,-0.9127889713679745,-0.6854744064277332,-0.927734494816269,-0.982750702905342,-0.9654870775347912,-0.2646464646464648,-0.22620050547598947,-0.9543001991671194,-0.5823903818953323,-0.9635301324035245,-0.9888419456180262,-0.6141006900771662,-0.9604800672935381,-0.9814090909090909,-0.8684599355938625,-0.46169865480947825,-0.9130633058330914,-0.8741373176805407,-0.5708955223880596,-0.8955127247372876,-0.9506979944946913,-0.6375883246384468,-0.9514315374838704,-0.9764856230031949,-0.9045360824742268,-0.4378080031539524,-0.6982815164633347
0,0.15471626674239203,-0.1356104159621241,0.156934558772718,-0.14782608695652177,-0.4113929764376636,-0.2428685356726581,-0.4779756326148079,-0.3268389662027833,-0.2858585858585858,-0.7754844144903115,-0.7652000724244071,-0.6849363507779349,-0.7101258069076002,-0.8228682213979134,-0.7408981201346159,-0.47835491332952806,-0.8633333333333333,-0.5374123887099829,-0.8236055608712781,-0.8271077760734076,0.09782995375311265,0.06823027718550123,0.15533642113651092,-0.261305544632324,-0.19395100046225977,0.03386985670072096,-0.38258785942492,0.17388316151202754,-0.3581707076680465,-0.5123966942148761
1,-0.8049126792559987,-0.3784240784578967,-0.7749982724068827,-0.9143160127253447,-0.15049201047214944,0.09085332188209305,-0.07450796626054368,-0.512127236580517,0.2828282828282829,0.5783487784330243,-0.7437624479449576,-0.3145332390381894,-0.7161569994816943,-0.9350090960369669,-0.44712241221062643,-0.043951092017904925,-0.48131313131313136,-0.04262170865694259,-0.2393763719254799,-0.5175573152025205,-0.8484525080042689,-0.39339019189765456,-0.8186164649633945,-0.9449960676366496,-0.3273459684342601,-0.32568811789931207,-0.26373801916932904,-0.21305841924398616,-0.3810368618174649,-0.33805588351042903
0,-0.543849685266695,-0.5353398714913766,-0.5135097781770437,-0.7552492046659597,0.019590141735126965,-0.07600760689528241,-0.2225866916588567,-0.2629224652087476,0.634343434343434,0.0004212299915757889,-0.8492123845736014,-0.5289073550212163,-0.8563822268293833,-0.933066615863339,-0.7474929462555664,-0.4881184846937243,-0.7652020202020202,-0.30176169729115365,0.3620194743062981,-0.7415668228238187,-0.5866239772323016,-0.23454157782515983,-0.5864335873300461,-0.8001867872591427,-0.11074423826190327,-0.2589380136022742,-0.28051118210862613,0.2817869415807561,0.6593731519810764,-0.370851370851371
1,-0.3450707558332149,-0.35542779844436945,-0.3788957224794416,-0.6102651113467656,-0.5074478649453824,-0.7921599901846512,-0.8596532333645736,-0.794234592445328,-0.4757575757575756,-0.7481044650379105,-0.8405938801376065,-0.7497347949080622,-0.877585638222683,-0.9192824777081723,-0.8646360947751299,-0.871301108540872,-0.9227272727272727,-0.7622655806023868,-0.9229470366409636,-0.9086411563920788,-0.3966559943080754,-0.23240938166311276,-0.4622242143533042,-0.6828057412504915,-0.5347025028065775,-0.7783857729138168,-0.7327476038338658,-0.43986254295532645,-0.6881529666863788,-0.724649088285452
1,-0.24568129111647496,-0.38721677375718655,-0.2529887360928753,-0.536797454931071,-0.4809063825945654,-0.40298141218330175,-0.5759137769447049,-0.6459244532803181,-0.3090909090909091,-0.3694187026116258,-0.7751222161868551,-0.3154172560113153,-0.7630872166988645,-0.8781168401824437,-0.7228133392256177,-0.30125874966203026,-0.7321717171717173,-0.4214813411630991,-0.2773681544436314,-0.4145350524439284,-0.408039843472074,-0.28304904051172697,-0.435330444743264,-0.6930298859614628,-0.623192234035528,-0.5637764259588052,-0.6006389776357828,-0.4223367697594501,-0.49260792430514466,-0.5127902400629674
1,-0.38671967438118204,0.2512681772066283,-0.4181466381037937,-0.6448780487804877,-0.5930306039541393,-0.8289675480031901,-0.9404404873477038,-0.8889662027833002,-0.6353535353535351,-0.6769165964616679,-0.9584283903675539,-0.6509016973125884,-0.939405362107148,-0.9697122514465875,-0.7804670768603188,-0.853125844924445,-0.9620808080808081,-0.8037885963250616,-0.8160072043676478,-0.9454693697055124,-0.5190323728210602,0.25852878464818785,-0.5348373923004133,-0.7564883995281164,-0.4765898434920428,-0.7702360508775505,-0.8732587859424921,-0.602680412371134,-0.5548984821604575,-0.7957497048406139
0,0.774717213308723,-0.47582008792695296,0.802363347384424,0.5834570519618238,0.12431163672474499,0.33071590699957065,0.5782567947516399,0.9015904572564613,-0.0949494949494949,-0.5261162594776745,-0.3602752127466958,-0.7831064356435643,-0.3907553126325213,-0.4534981453049881,-0.6834483461943773,-0.39649112266049813,-0.7845454545454545,-0.42867967418071606,-0.564698598525356,-0.8279369290935974,0.7929562433297759,-0.3837953091684434,0.7818616464963397,0.4986236728273692,0.08076338902463176,0.09906763299085086,0.030511182108626356,0.8941580756013747,-0.16223142124975354,-0.5656565656565657
1,-0.2882767759950777,-0.9201893811295232,-0.30219058807269694,-0.5781972428419936,0.037645571905750685,-0.44469664437764556,-0.5856607310215558,-0.4256461232604374,-0.1959595959595961,-0.4077506318449875,-0.8686221256563462,-0.7804101838755304,-0.8896480233708712,-0.9350464514249213,-0.8568854743855592,-0.8421606032385016,-0.8544444444444445,-0.5453684409926123,-0.6843023583047222,-0.8678053701477273,-0.4471718249733192,-0.788912579957356,-0.47816126301110606,-0.7245871018482108,-0.2058376807765967,-0.7060084795917378,-0.5910543130990416,-0.16082474226804122,-0.47802089493396416,-0.6717827626918536
0,0.6705949169388048,-0.19580656070341562,0.6821228664225001,0.440084835630965,-0.09054798230567851,0.1730568676768296,0.08247422680412364,0.4622266401590458,-0.059595959595959425,-0.2657961246840772,-0.36266521817852626,-0.7612270155586986,-0.4069641426753994,-0.5028072574047718,-0.7772716456470747,-0.5513563853756722,-0.8196464646464647,-0.394961166887668,-0.6930263972533347,-0.7329298121968408,0.5645677694770546,-0.2052238805970148,0.5467901787937648,0.2076287848997247,-0.16753615531928934,-0.24031007751937983,-0.2559105431309904,0.7010309278350517,-0.3723634930021684,-0.4533648170011806
1,-0.5078801647025415,-0.4501183632059522,-0.5300946721028261,-0.7390455991516436,-0.06346483704974282,-0.685970185878167,-0.8833177132146205,-0.7076540755467198,-0.15151515151515138,-0.3096040438079184,-0.8156074597139237,-0.49133663366336633,-0.8442256042972247,-0.9341125667260617,-0.7470850188666416,-0.8567308558896868,-0.9428787878787879,-0.42451221822314833,-0.5970619688185962,-0.8263477191382336,-0.6513696193525436,-0.5255863539445627,-0.6839484038049702,-0.847620920173024,-0.43432609126329,-0.8713702205275975,-0.920447284345048,-0.5957388316151202,-0.739010447466982,-0.7544273907910272
